id,publication_year,cited_by_count,author_ids
https://openalex.org/W3127183504,2021,17,"['https://openalex.org/A5036582258', 'https://openalex.org/A5079537449', 'https://openalex.org/A5091210858', 'https://openalex.org/A5079636968']"
https://openalex.org/W2744200522,1944,12,"['https://openalex.org/A5109040447', 'https://openalex.org/A5075057755', 'https://openalex.org/A5079813490', 'https://openalex.org/A5076699017']"
https://openalex.org/W2239358280,2016,19,"['https://openalex.org/A5045778373', 'https://openalex.org/A5042326103', 'https://openalex.org/A5015711710']"
https://openalex.org/W2468864813,2016,19,"['https://openalex.org/A5007623580', 'https://openalex.org/A5030641600']"
https://openalex.org/W2477040552,2016,18,"['https://openalex.org/A5077296929', 'https://openalex.org/A5030641600']"
https://openalex.org/W2901753505,2018,18,"['https://openalex.org/A5058170327', 'https://openalex.org/A5067990394', 'https://openalex.org/A5044125727', 'https://openalex.org/A5061969074']"
https://openalex.org/W2521683635,2016,17,"['https://openalex.org/A5091686632', 'https://openalex.org/A5010924288', 'https://openalex.org/A5081003257', 'https://openalex.org/A5069309757']"
https://openalex.org/W3033830516,2020,17,"['https://openalex.org/A5036032919', 'https://openalex.org/A5069354285', 'https://openalex.org/A5045236780', 'https://openalex.org/A5052493481', 'https://openalex.org/A5083512259', 'https://openalex.org/A5011857931']"
https://openalex.org/W2094362122,2001,35,"['https://openalex.org/A5013822898', 'https://openalex.org/A5028174034', 'https://openalex.org/A5015711710']"
https://openalex.org/W2034386698,2006,29,"['https://openalex.org/A5060032812', 'https://openalex.org/A5065215114', 'https://openalex.org/A5076193392', 'https://openalex.org/A5029014646']"
https://openalex.org/W1584527522,2014,17,['https://openalex.org/A5067990394']
https://openalex.org/W2890162424,2018,16,"['https://openalex.org/A5040075192', 'https://openalex.org/A5088674641', 'https://openalex.org/A5059953820', 'https://openalex.org/A5058750258', 'https://openalex.org/A5037969281']"
https://openalex.org/W2904712489,2018,16,"['https://openalex.org/A5076108277', 'https://openalex.org/A5050278605', 'https://openalex.org/A5024678706', 'https://openalex.org/A5012908746']"
https://openalex.org/W2915050900,2019,16,"['https://openalex.org/A5064158757', 'https://openalex.org/A5015711710', 'https://openalex.org/A5055710645']"
https://openalex.org/W2941594697,2019,16,"['https://openalex.org/A5109597218', 'https://openalex.org/A5009481188', 'https://openalex.org/A5039681359', 'https://openalex.org/A5011973581', 'https://openalex.org/A5052055830']"
https://openalex.org/W2987407170,2019,16,"['https://openalex.org/A5042590162', 'https://openalex.org/A5029821479', 'https://openalex.org/A5029152198', 'https://openalex.org/A5004470483', 'https://openalex.org/A5077903780', 'https://openalex.org/A5044944954', 'https://openalex.org/A5076193392']"
https://openalex.org/W2545732747,2016,15,['https://openalex.org/A5091210858']
https://openalex.org/W2970927093,2019,15,"['https://openalex.org/A5065476982', 'https://openalex.org/A5109702414']"
https://openalex.org/W3199938092,2021,13,"['https://openalex.org/A5049389261', 'https://openalex.org/A5101437231', 'https://openalex.org/A5084303908']"
https://openalex.org/W2140625657,2012,15,['https://openalex.org/A5076193392']
https://openalex.org/W2156647912,2013,15,"['https://openalex.org/A5033643258', 'https://openalex.org/A5022105203', 'https://openalex.org/A5025907545', 'https://openalex.org/A5015711710']"
https://openalex.org/W2953395024,2019,14,"['https://openalex.org/A5032694172', 'https://openalex.org/A5006172855', 'https://openalex.org/A5007975088', 'https://openalex.org/A5068414530', 'https://openalex.org/A5013670125']"
https://openalex.org/W3016762737,2020,13,"['https://openalex.org/A5015440945', 'https://openalex.org/A5049203961', 'https://openalex.org/A5010666189']"
https://openalex.org/W3035334970,2020,13,"['https://openalex.org/A5048398419', 'https://openalex.org/A5077115229', 'https://openalex.org/A5051921467', 'https://openalex.org/A5043052321', 'https://openalex.org/A5076193392']"
https://openalex.org/W237581628,2008,19,['https://openalex.org/A5079813490']
https://openalex.org/W1989808167,2012,14,"['https://openalex.org/A5100427314', 'https://openalex.org/A5101405146', 'https://openalex.org/A5071602545']"
https://openalex.org/W2904847487,2018,13,"['https://openalex.org/A5062464892', 'https://openalex.org/A5112033844', 'https://openalex.org/A5018780320', 'https://openalex.org/A5085090332', 'https://openalex.org/A5082411134', 'https://openalex.org/A5026828494', 'https://openalex.org/A5076193392']"
https://openalex.org/W2991121294,2019,13,"['https://openalex.org/A5085226797', 'https://openalex.org/A5051921467', 'https://openalex.org/A5076193392']"
https://openalex.org/W2262368521,2015,12,"['https://openalex.org/A5034550396', 'https://openalex.org/A5100382274', 'https://openalex.org/A5048997213']"
https://openalex.org/W2979622828,2019,12,"['https://openalex.org/A5100397797', 'https://openalex.org/A5084313902', 'https://openalex.org/A5015711710']"
https://openalex.org/W3105686310,2020,12,"['https://openalex.org/A5070959322', 'https://openalex.org/A5070084977', 'https://openalex.org/A5046669509', 'https://openalex.org/A5023365550', 'https://openalex.org/A5082767919']"
https://openalex.org/W3025188972,2020,11,"['https://openalex.org/A5043896739', 'https://openalex.org/A5064779389']"
https://openalex.org/W3033288887,2020,11,"['https://openalex.org/A5101603399', 'https://openalex.org/A5031578230', 'https://openalex.org/A5011973581', 'https://openalex.org/A5045759802', 'https://openalex.org/A5014926806', 'https://openalex.org/A5028797433']"
https://openalex.org/W3183351672,2021,11,"['https://openalex.org/A5103118684', 'https://openalex.org/A5013465081', 'https://openalex.org/A5038737450', 'https://openalex.org/A5002041772', 'https://openalex.org/A5079813490']"
https://openalex.org/W2110342261,2011,12,"['https://openalex.org/A5010924288', 'https://openalex.org/A5050583907']"
https://openalex.org/W2623208829,2017,12,"['https://openalex.org/A5036049096', 'https://openalex.org/A5082578507', 'https://openalex.org/A5022787263', 'https://openalex.org/A5005913808', 'https://openalex.org/A5101604958', 'https://openalex.org/A5010666189', 'https://openalex.org/A5027914358']"
https://openalex.org/W2793513861,2018,11,"['https://openalex.org/A5069805388', 'https://openalex.org/A5042590162', 'https://openalex.org/A5034500188', 'https://openalex.org/A5018200821', 'https://openalex.org/A5076193392', 'https://openalex.org/A5085881646']"
https://openalex.org/W2805528174,2018,11,"['https://openalex.org/A5043896739', 'https://openalex.org/A5090616169', 'https://openalex.org/A5064779389']"
https://openalex.org/W2886567424,2018,11,"['https://openalex.org/A5026583508', 'https://openalex.org/A5030641600', 'https://openalex.org/A5084521578', 'https://openalex.org/A5036201536']"
https://openalex.org/W566079562,2006,15,"['https://openalex.org/A5069875423', 'https://openalex.org/A5017943074', 'https://openalex.org/A5067990394', 'https://openalex.org/A5075777371']"
https://openalex.org/W1985397184,2011,11,"['https://openalex.org/A5043622044', 'https://openalex.org/A5050471174', 'https://openalex.org/A5112819261', 'https://openalex.org/A5025113008', 'https://openalex.org/A5030641600']"
https://openalex.org/W2064638540,2012,11,"['https://openalex.org/A5105460272', 'https://openalex.org/A5071422010', 'https://openalex.org/A5044014931', 'https://openalex.org/A5067990394', 'https://openalex.org/A5101609697', 'https://openalex.org/A5076014464']"
https://openalex.org/W1998697444,1989,17,['https://openalex.org/A5079813490']
https://openalex.org/W16845883,2006,13,"['https://openalex.org/A5067990394', 'https://openalex.org/A5010157704']"
https://openalex.org/W4232223962,2009,11,"['https://openalex.org/A5017943074', 'https://openalex.org/A5067990394', 'https://openalex.org/A5075777371', 'https://openalex.org/A5069875423']"
https://openalex.org/W1897177563,1999,13,"['https://openalex.org/A5005384315', 'https://openalex.org/A5100427314', 'https://openalex.org/A5083845899', 'https://openalex.org/A5031838897']"
https://openalex.org/W1984112630,2013,632,"['https://openalex.org/A5083437430', 'https://openalex.org/A5055790935', 'https://openalex.org/A5022452481']"
https://openalex.org/W1489525520,2006,630,"['https://openalex.org/A5068508539', 'https://openalex.org/A5058230090', 'https://openalex.org/A5112315093']"
https://openalex.org/W2143927888,2005,565,"['https://openalex.org/A5048775153', 'https://openalex.org/A5068508539']"
https://openalex.org/W2750144484,2017,510,"['https://openalex.org/A5048877432', 'https://openalex.org/A5013727792', 'https://openalex.org/A5112523317', 'https://openalex.org/A5007176508', 'https://openalex.org/A5052308997']"
https://openalex.org/W2534253848,2016,476,"['https://openalex.org/A5070905937', 'https://openalex.org/A5012470628', 'https://openalex.org/A5053850863', 'https://openalex.org/A5037054163', 'https://openalex.org/A5068508539']"
https://openalex.org/W2777647957,2018,439,"['https://openalex.org/A5003138661', 'https://openalex.org/A5087267903', 'https://openalex.org/A5048987475', 'https://openalex.org/A5085864488', 'https://openalex.org/A5068508539', 'https://openalex.org/A5082603621']"
https://openalex.org/W4251102464,2020,412,"['https://openalex.org/A5059487953', 'https://openalex.org/A5043336813', 'https://openalex.org/A5047517174']"
https://openalex.org/W2097001057,2015,359,"['https://openalex.org/A5059487953', 'https://openalex.org/A5047517174']"
https://openalex.org/W3000970298,2020,298,"['https://openalex.org/A5082698243', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W1119807432,2016,284,"['https://openalex.org/A5086827245', 'https://openalex.org/A5027036879', 'https://openalex.org/A5079845832']"
https://openalex.org/W2163361328,2011,284,"['https://openalex.org/A5089575055', 'https://openalex.org/A5068508539']"
https://openalex.org/W2160802179,2013,279,"['https://openalex.org/A5089575055', 'https://openalex.org/A5068508539']"
https://openalex.org/W3020514987,2020,231,"['https://openalex.org/A5112594610', 'https://openalex.org/A5025355765', 'https://openalex.org/A5078441538', 'https://openalex.org/A5007072443', 'https://openalex.org/A5066089123', 'https://openalex.org/A5038616158', 'https://openalex.org/A5088495469', 'https://openalex.org/A5000665508']"
https://openalex.org/W2128338591,2014,227,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5013727792', 'https://openalex.org/A5110228068', 'https://openalex.org/A5111367077']"
https://openalex.org/W2544015229,2016,181,"['https://openalex.org/A5004324773', 'https://openalex.org/A5049512774', 'https://openalex.org/A5021273972', 'https://openalex.org/A5030184645', 'https://openalex.org/A5013538892', 'https://openalex.org/A5110588026']"
https://openalex.org/W3217016897,2021,160,"['https://openalex.org/A5087214548', 'https://openalex.org/A5086285176', 'https://openalex.org/A5048877432', 'https://openalex.org/A5068819495']"
https://openalex.org/W3177765786,2022,151,"['https://openalex.org/A5101561897', 'https://openalex.org/A5022994077', 'https://openalex.org/A5049948514', 'https://openalex.org/A5016054994', 'https://openalex.org/A5055592482', 'https://openalex.org/A5068508539', 'https://openalex.org/A5034257647']"
https://openalex.org/W3119968360,2021,118,"['https://openalex.org/A5081866454', 'https://openalex.org/A5048877432', 'https://openalex.org/A5089242677', 'https://openalex.org/A5047982506']"
https://openalex.org/W3145119645,2021,103,"['https://openalex.org/A5058033787', 'https://openalex.org/A5088448789', 'https://openalex.org/A5048877432', 'https://openalex.org/A5079596102']"
https://openalex.org/W4399366359,2024,19,"['https://openalex.org/A5086827245', 'https://openalex.org/A5010924288', 'https://openalex.org/A5054707908', 'https://openalex.org/A5024312485', 'https://openalex.org/A5000679279']"
https://openalex.org/W2908240342,2024,16,"['https://openalex.org/A5067238312', 'https://openalex.org/A5048880362']"
https://openalex.org/W2895810819,2011,206,"['https://openalex.org/A5068508539', 'https://openalex.org/A5112315093', 'https://openalex.org/A5109059955', 'https://openalex.org/A5089575055']"
https://openalex.org/W2062208357,2007,187,"['https://openalex.org/A5045188560', 'https://openalex.org/A5022560854', 'https://openalex.org/A5047517174']"
https://openalex.org/W2125313055,2013,182,"['https://openalex.org/A5103568128', 'https://openalex.org/A5075825791', 'https://openalex.org/A5068508539', 'https://openalex.org/A5081635691']"
https://openalex.org/W1986714255,2008,179,"['https://openalex.org/A5110228068', 'https://openalex.org/A5049079205', 'https://openalex.org/A5103051685', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007138994']"
https://openalex.org/W2130815877,2012,174,"['https://openalex.org/A5082391569', 'https://openalex.org/A5048877432', 'https://openalex.org/A5048232579', 'https://openalex.org/A5110228068', 'https://openalex.org/A5027171279', 'https://openalex.org/A5007176508']"
https://openalex.org/W2109704865,2011,168,"['https://openalex.org/A5089575055', 'https://openalex.org/A5068508539']"
https://openalex.org/W2061910127,2009,153,"['https://openalex.org/A5100782898', 'https://openalex.org/A5068508539', 'https://openalex.org/A5111222692', 'https://openalex.org/A5029323348', 'https://openalex.org/A5014580424', 'https://openalex.org/A5006314068', 'https://openalex.org/A5019946709', 'https://openalex.org/A5012850897', 'https://openalex.org/A5089575055']"
https://openalex.org/W2159849140,2015,153,"['https://openalex.org/A5070905937', 'https://openalex.org/A5068508539', 'https://openalex.org/A5057693146']"
https://openalex.org/W2096309085,2014,149,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5067748867', 'https://openalex.org/A5110228068', 'https://openalex.org/A5111367077']"
https://openalex.org/W4300990168,2016,143,"['https://openalex.org/A5081236916', 'https://openalex.org/A5082391569', 'https://openalex.org/A5057136388', 'https://openalex.org/A5027171279', 'https://openalex.org/A5081008532', 'https://openalex.org/A5048877432']"
https://openalex.org/W2001081968,2011,129,"['https://openalex.org/A5047724274', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007176508']"
https://openalex.org/W2028979196,2015,124,"['https://openalex.org/A5082732256', 'https://openalex.org/A5073916921', 'https://openalex.org/A5048877432', 'https://openalex.org/A5065059558']"
https://openalex.org/W2143780403,2013,119,"['https://openalex.org/A5083437430', 'https://openalex.org/A5022452481']"
https://openalex.org/W1951757437,2015,111,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5112523317', 'https://openalex.org/A5013727792', 'https://openalex.org/A5110228068', 'https://openalex.org/A5007176508']"
https://openalex.org/W2003950529,2014,109,"['https://openalex.org/A5019996096', 'https://openalex.org/A5007465102', 'https://openalex.org/A5048877432']"
https://openalex.org/W2946364534,2019,108,"['https://openalex.org/A5101823158', 'https://openalex.org/A5043628255', 'https://openalex.org/A5038386528', 'https://openalex.org/A5068508539', 'https://openalex.org/A5023802054']"
https://openalex.org/W1985282759,2013,106,"['https://openalex.org/A5029483412', 'https://openalex.org/A5068542997', 'https://openalex.org/A5022747234', 'https://openalex.org/A5111831104']"
https://openalex.org/W2922222147,2019,105,"['https://openalex.org/A5103403731', 'https://openalex.org/A5083437430', 'https://openalex.org/A5056892697', 'https://openalex.org/A5052840121']"
https://openalex.org/W2182894058,2014,97,"['https://openalex.org/A5053850863', 'https://openalex.org/A5108266978', 'https://openalex.org/A5011118385', 'https://openalex.org/A5001423147', 'https://openalex.org/A5068508539']"
https://openalex.org/W3196835254,2021,90,"['https://openalex.org/A5022747234', 'https://openalex.org/A5090777482', 'https://openalex.org/A5020283825', 'https://openalex.org/A5068542997', 'https://openalex.org/A5029483412']"
https://openalex.org/W2558100504,2017,89,"['https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5036046552', 'https://openalex.org/A5112523317', 'https://openalex.org/A5013727792']"
https://openalex.org/W2298588541,2016,86,"['https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5075956753', 'https://openalex.org/A5110228068', 'https://openalex.org/A5007176508']"
https://openalex.org/W2952988558,2019,86,"['https://openalex.org/A5022994077', 'https://openalex.org/A5082462234', 'https://openalex.org/A5058954591', 'https://openalex.org/A5046118655', 'https://openalex.org/A5068508539']"
https://openalex.org/W3086971787,2020,85,"['https://openalex.org/A5113916988', 'https://openalex.org/A5017532046', 'https://openalex.org/A5033879444', 'https://openalex.org/A5086127398', 'https://openalex.org/A5083277795']"
https://openalex.org/W3112631310,2020,85,"['https://openalex.org/A5044603466', 'https://openalex.org/A5068508539']"
https://openalex.org/W3134165704,2021,84,"['https://openalex.org/A5048877432', 'https://openalex.org/A5013727792', 'https://openalex.org/A5007176508']"
https://openalex.org/W3162145206,2021,83,"['https://openalex.org/A5052536455', 'https://openalex.org/A5082698243', 'https://openalex.org/A5080265907', 'https://openalex.org/A5056499434']"
https://openalex.org/W3126206030,2021,72,"['https://openalex.org/A5052536455', 'https://openalex.org/A5082698243', 'https://openalex.org/A5080265907', 'https://openalex.org/A5056499434']"
https://openalex.org/W3213873965,2021,66,"['https://openalex.org/A5112594610', 'https://openalex.org/A5025355765', 'https://openalex.org/A5007072443', 'https://openalex.org/A5066089123', 'https://openalex.org/A5007564274', 'https://openalex.org/A5038616158', 'https://openalex.org/A5088495469', 'https://openalex.org/A5000665508']"
https://openalex.org/W4200568363,2021,63,"['https://openalex.org/A5027019842', 'https://openalex.org/A5017040952', 'https://openalex.org/A5068819495', 'https://openalex.org/A5059223686', 'https://openalex.org/A5075228752', 'https://openalex.org/A5048877432', 'https://openalex.org/A5081236916']"
https://openalex.org/W3174010878,2021,60,"['https://openalex.org/A5084930117', 'https://openalex.org/A5079861829', 'https://openalex.org/A5053640148', 'https://openalex.org/A5013670125', 'https://openalex.org/A5047517174']"
https://openalex.org/W3138995405,2021,59,"['https://openalex.org/A5084930117', 'https://openalex.org/A5070850590', 'https://openalex.org/A5047517174']"
https://openalex.org/W4224255042,2022,54,"['https://openalex.org/A5002834050', 'https://openalex.org/A5082925944', 'https://openalex.org/A5083277795', 'https://openalex.org/A5024692664']"
https://openalex.org/W4392637287,2023,34,"['https://openalex.org/A5057851690', 'https://openalex.org/A5024378198', 'https://openalex.org/A5056785441', 'https://openalex.org/A5100425452', 'https://openalex.org/A5113813635', 'https://openalex.org/A5066376294', 'https://openalex.org/A5003714034', 'https://openalex.org/A5068508539']"
https://openalex.org/W4385969476,2023,33,"['https://openalex.org/A5082698243', 'https://openalex.org/A5026721037', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W4387783578,2023,33,"['https://openalex.org/A5082698243', 'https://openalex.org/A5056499434']"
https://openalex.org/W2063477461,2011,105,"['https://openalex.org/A5047689839', 'https://openalex.org/A5021273972']"
https://openalex.org/W1994745305,2011,95,"['https://openalex.org/A5023735760', 'https://openalex.org/A5049079205', 'https://openalex.org/A5048877432', 'https://openalex.org/A5110228068', 'https://openalex.org/A5027171279']"
https://openalex.org/W2117241805,2012,91,"['https://openalex.org/A5048877432', 'https://openalex.org/A5089971631', 'https://openalex.org/A5039448366', 'https://openalex.org/A5082391569', 'https://openalex.org/A5110228068', 'https://openalex.org/A5027171279']"
https://openalex.org/W2754000831,2017,84,"['https://openalex.org/A5042084201', 'https://openalex.org/A5083437430', 'https://openalex.org/A5003930598', 'https://openalex.org/A5070636787', 'https://openalex.org/A5056573109']"
https://openalex.org/W2118110552,2011,83,"['https://openalex.org/A5086827245', 'https://openalex.org/A5059945353', 'https://openalex.org/A5039292004']"
https://openalex.org/W2592973421,2017,81,"['https://openalex.org/A5063766667', 'https://openalex.org/A5074551803']"
https://openalex.org/W2572674047,2017,80,"['https://openalex.org/A5083437430', 'https://openalex.org/A5054013085', 'https://openalex.org/A5025043851']"
https://openalex.org/W2297083297,2016,75,"['https://openalex.org/A5081236916', 'https://openalex.org/A5082391569', 'https://openalex.org/A5057136388', 'https://openalex.org/A5027171279', 'https://openalex.org/A5081008532', 'https://openalex.org/A5048877432']"
https://openalex.org/W2329258917,2016,73,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5057136388', 'https://openalex.org/A5051374361', 'https://openalex.org/A5110228068', 'https://openalex.org/A5007176508']"
https://openalex.org/W2068689371,2014,72,"['https://openalex.org/A5075956753', 'https://openalex.org/A5011229206', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007176508']"
https://openalex.org/W2950359997,2014,70,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5082391569', 'https://openalex.org/A5013727792', 'https://openalex.org/A5110228068', 'https://openalex.org/A5007176508']"
https://openalex.org/W2602400993,2017,68,"['https://openalex.org/A5022747234', 'https://openalex.org/A5029483412', 'https://openalex.org/A5045651525']"
https://openalex.org/W2974411306,2019,68,"['https://openalex.org/A5066165708', 'https://openalex.org/A5063766667', 'https://openalex.org/A5033519947']"
https://openalex.org/W3049379054,2020,63,"['https://openalex.org/A5081236916', 'https://openalex.org/A5100704962', 'https://openalex.org/A5112523317', 'https://openalex.org/A5111672074', 'https://openalex.org/A5048877432']"
https://openalex.org/W3106805757,2020,63,"['https://openalex.org/A5005384315', 'https://openalex.org/A5047121097', 'https://openalex.org/A5086827245', 'https://openalex.org/A5081965702', 'https://openalex.org/A5000530634', 'https://openalex.org/A5022408597']"
https://openalex.org/W3092775865,2020,55,"['https://openalex.org/A5100375513', 'https://openalex.org/A5081236916', 'https://openalex.org/A5061528283', 'https://openalex.org/A5101425369', 'https://openalex.org/A5066621495', 'https://openalex.org/A5027171279', 'https://openalex.org/A5048877432']"
https://openalex.org/W2945089338,2019,53,['https://openalex.org/A5086827245']
https://openalex.org/W3166101609,2019,53,"['https://openalex.org/A5082698243', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W3041035410,2020,50,"['https://openalex.org/A5101579932', 'https://openalex.org/A5040369194', 'https://openalex.org/A5000868394', 'https://openalex.org/A5088539840', 'https://openalex.org/A5048877432', 'https://openalex.org/A5084485442', 'https://openalex.org/A5072930694', 'https://openalex.org/A5034827139', 'https://openalex.org/A5007176508']"
https://openalex.org/W3158733382,2021,47,"['https://openalex.org/A5023339675', 'https://openalex.org/A5034362571', 'https://openalex.org/A5078446912', 'https://openalex.org/A5001313457', 'https://openalex.org/A5100356430', 'https://openalex.org/A5035399743']"
https://openalex.org/W3152800444,2021,41,"['https://openalex.org/A5059015074', 'https://openalex.org/A5046684626', 'https://openalex.org/A5086827245', 'https://openalex.org/A5064158757', 'https://openalex.org/A5059236838']"
https://openalex.org/W4206590911,2022,31,"['https://openalex.org/A5023339675', 'https://openalex.org/A5034362571', 'https://openalex.org/A5078446912', 'https://openalex.org/A5001313457', 'https://openalex.org/A5035399743']"
https://openalex.org/W4319340040,2023,17,"['https://openalex.org/A5058002488', 'https://openalex.org/A5003138661', 'https://openalex.org/A5048987475', 'https://openalex.org/A5068508539']"
https://openalex.org/W4377009982,2023,16,"['https://openalex.org/A5064415620', 'https://openalex.org/A5066089123']"
https://openalex.org/W4382202515,2023,16,"['https://openalex.org/A5059969678', 'https://openalex.org/A5022994077', 'https://openalex.org/A5042805801', 'https://openalex.org/A5066720336', 'https://openalex.org/A5068508539']"
https://openalex.org/W2041536178,2007,100,"['https://openalex.org/A5047724274', 'https://openalex.org/A5048877432', 'https://openalex.org/A5103051685', 'https://openalex.org/A5007176508', 'https://openalex.org/A5110228068', 'https://openalex.org/A5007138994']"
https://openalex.org/W2041910615,2006,94,"['https://openalex.org/A5007138994', 'https://openalex.org/A5048877432', 'https://openalex.org/A5110228068']"
https://openalex.org/W2065340646,2013,69,"['https://openalex.org/A5003031572', 'https://openalex.org/A5048877432', 'https://openalex.org/A5110228068']"
https://openalex.org/W1986359194,2011,68,"['https://openalex.org/A5029483412', 'https://openalex.org/A5022747234', 'https://openalex.org/A5113652671', 'https://openalex.org/A5025253393']"
https://openalex.org/W2130571329,2011,66,"['https://openalex.org/A5029323348', 'https://openalex.org/A5068508539', 'https://openalex.org/A5012470628', 'https://openalex.org/A5075825791']"
https://openalex.org/W2091829705,2015,62,"['https://openalex.org/A5047517174', 'https://openalex.org/A5075283583']"
https://openalex.org/W2250229103,2013,61,"['https://openalex.org/A5011118385', 'https://openalex.org/A5068508539']"
https://openalex.org/W2200482854,2013,57,"['https://openalex.org/A5086827245', 'https://openalex.org/A5003319171', 'https://openalex.org/A5059945353', 'https://openalex.org/A5039292004']"
https://openalex.org/W2251386628,2015,57,"['https://openalex.org/A5053850863', 'https://openalex.org/A5004059124', 'https://openalex.org/A5015147112', 'https://openalex.org/A5068508539', 'https://openalex.org/A5024437840', 'https://openalex.org/A5075825791']"
https://openalex.org/W2164774757,2014,54,['https://openalex.org/A5047517174']
https://openalex.org/W3102385198,2017,53,"['https://openalex.org/A5085430564', 'https://openalex.org/A5019996096', 'https://openalex.org/A5059441112', 'https://openalex.org/A5040448723', 'https://openalex.org/A5004868515', 'https://openalex.org/A5027171279', 'https://openalex.org/A5033671063', 'https://openalex.org/A5048877432']"
https://openalex.org/W2963614567,2019,44,"['https://openalex.org/A5022994077', 'https://openalex.org/A5065912572', 'https://openalex.org/A5068508539', 'https://openalex.org/A5055592482']"
https://openalex.org/W3174004012,2021,37,"['https://openalex.org/A5100375513', 'https://openalex.org/A5024183744', 'https://openalex.org/A5100632601', 'https://openalex.org/A5079937813', 'https://openalex.org/A5066359113', 'https://openalex.org/A5027171279', 'https://openalex.org/A5048877432', 'https://openalex.org/A5100392006', 'https://openalex.org/A5081236916']"
https://openalex.org/W3126207517,2021,33,"['https://openalex.org/A5082698243', 'https://openalex.org/A5052536455', 'https://openalex.org/A5103730703']"
https://openalex.org/W4308764902,2022,22,"['https://openalex.org/A5034362571', 'https://openalex.org/A5068465397', 'https://openalex.org/A5078654083', 'https://openalex.org/A5102889351', 'https://openalex.org/A5100659937']"
https://openalex.org/W4365999335,2023,14,"['https://openalex.org/A5021656842', 'https://openalex.org/A5039784085', 'https://openalex.org/A5055236250', 'https://openalex.org/A5086827245']"
https://openalex.org/W4386076000,2023,14,"['https://openalex.org/A5024964867', 'https://openalex.org/A5036923778', 'https://openalex.org/A5083277795', 'https://openalex.org/A5100359860', 'https://openalex.org/A5051093782']"
https://openalex.org/W2137986939,2013,48,"['https://openalex.org/A5086827245', 'https://openalex.org/A5071177661']"
https://openalex.org/W3124173250,2015,47,"['https://openalex.org/A5086827245', 'https://openalex.org/A5000679279']"
https://openalex.org/W1990436954,2014,46,"['https://openalex.org/A5086152924', 'https://openalex.org/A5073701104', 'https://openalex.org/A5022747234', 'https://openalex.org/A5029483412', 'https://openalex.org/A5009871674', 'https://openalex.org/A5068542997']"
https://openalex.org/W2080366222,2013,46,"['https://openalex.org/A5011229206', 'https://openalex.org/A5026686084', 'https://openalex.org/A5048877432', 'https://openalex.org/A5007176508']"
https://openalex.org/W2503660362,2016,46,"['https://openalex.org/A5081236916', 'https://openalex.org/A5085176949', 'https://openalex.org/A5000640231', 'https://openalex.org/A5084477147', 'https://openalex.org/A5081479937', 'https://openalex.org/A5039092283', 'https://openalex.org/A5064297795', 'https://openalex.org/A5027171279', 'https://openalex.org/A5048877432']"
https://openalex.org/W2527459118,2016,41,"['https://openalex.org/A5051667469', 'https://openalex.org/A5083277795', 'https://openalex.org/A5045424140', 'https://openalex.org/A5083682730', 'https://openalex.org/A5005408258']"
https://openalex.org/W1521644799,2015,40,"['https://openalex.org/A5100422628', 'https://openalex.org/A5048880362']"
https://openalex.org/W2751083878,2017,39,"['https://openalex.org/A5083277795', 'https://openalex.org/A5051093782', 'https://openalex.org/A5018473729']"
https://openalex.org/W2907366671,2018,38,"['https://openalex.org/A5019996096', 'https://openalex.org/A5048877432']"
https://openalex.org/W2942880182,2019,38,"['https://openalex.org/A5003138661', 'https://openalex.org/A5087267903', 'https://openalex.org/A5048987475', 'https://openalex.org/A5085864488', 'https://openalex.org/A5073536344', 'https://openalex.org/A5082603621', 'https://openalex.org/A5068508539']"
https://openalex.org/W2997384841,2019,38,"['https://openalex.org/A5105769246', 'https://openalex.org/A5007176508', 'https://openalex.org/A5048877432', 'https://openalex.org/A5112523317']"
https://openalex.org/W4236978653,2020,36,"['https://openalex.org/A5028851796', 'https://openalex.org/A5050460997', 'https://openalex.org/A5021273972']"
https://openalex.org/W3168345251,2021,26,"['https://openalex.org/A5007172408', 'https://openalex.org/A5047894806', 'https://openalex.org/A5047517174', 'https://openalex.org/A5029526990', 'https://openalex.org/A5045564812', 'https://openalex.org/A5011861801', 'https://openalex.org/A5037847860']"
